model,pn_num,error_type,text,gold_context,pred_context,category
gemma,80066,false_negative,visual hallucination once,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80066,false_negative,increased appetite,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",other
gemma,80066,false_negative,hallucinations after taking ambien,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80066,false_negative,unsuccessful napping,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",other
gemma,80066,false_negative,loss of interest,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80066,false_negative,tossing and turning,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80098,false_positive,auditory hallucinations of son,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80098,false_positive,do not include negated symptoms,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80098,false_positive,feeling of fatigue,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80098,false_positive,insomnia,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,other
gemma,80098,false_positive,output must be either,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80098,false_positive,use only the clinical note provided,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80098,false_positive,do not infer or assume symptoms,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80098,false_negative,early wakening,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",other
gemma,80098,false_negative,difficulty with sleep,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80098,false_negative,auditory hallucination once,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80098,false_negative,diminished energy or feeling drained,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80098,false_negative,difficulty falling asleep,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80098,false_negative,visual hallucination once,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80098,false_negative,hallucinations after taking ambien,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80098,false_negative,unsuccessful napping,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",other
gemma,80098,false_negative,tossing and turning,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80245,false_positive,depression,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,other
gemma,80245,false_positive,increased energy,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80245,false_positive,do not include negated symptoms,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80245,false_positive,decreased interest and appetite,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80245,false_positive,difficulty falling asleep,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80245,false_positive,output must be either,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80245,false_positive,use only the clinical note provided,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80245,false_positive,difficulty going back to sleep,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80245,false_positive,do not infer or assume symptoms,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80245,false_positive,decreased sleep,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80245,false_negative,early wakening,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",other
gemma,80245,false_negative,difficulty with sleep,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80245,false_negative,auditory hallucination once,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80245,false_negative,diminished energy or feeling drained,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80245,false_negative,visual hallucination once,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80245,false_negative,increased appetite,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",other
gemma,80245,false_negative,hallucinations after taking ambien,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80245,false_negative,unsuccessful napping,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",other
gemma,80245,false_negative,loss of interest,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80245,false_negative,tossing and turning,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80307,false_positive,difficulty sleeping,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80307,false_positive,do not include negated symptoms,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80307,false_positive,insomnia,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,other
gemma,80307,false_positive,difficulty falling asleep,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80307,false_positive,output must be either,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80307,false_positive,use only the clinical note provided,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80307,false_positive,do not infer or assume symptoms,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80307,false_positive,early awakenings,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80307,false_negative,early wakening,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",other
gemma,80307,false_negative,difficulty with sleep,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80307,false_negative,auditory hallucination once,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80307,false_negative,diminished energy or feeling drained,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80307,false_negative,visual hallucination once,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80307,false_negative,increased appetite,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",other
gemma,80307,false_negative,hallucinations after taking ambien,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80307,false_negative,unsuccessful napping,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",other
gemma,80307,false_negative,loss of interest,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80307,false_negative,tossing and turning,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80341,false_positive,fatigue,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,over_generalization
gemma,80341,false_positive,do not include negated symptoms,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80341,false_positive,output must be either,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80341,false_positive,changes in appetite,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80341,false_positive,visual hallucinations,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80341,false_positive,hearing hallucinations,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80341,false_positive,sleep disturbances,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80341,false_positive,use only the clinical note provided,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80341,false_positive,do not infer or assume symptoms,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80341,false_negative,early wakening,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",other
gemma,80341,false_negative,difficulty with sleep,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80341,false_negative,auditory hallucination once,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80341,false_negative,diminished energy or feeling drained,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80341,false_negative,difficulty falling asleep,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80341,false_negative,visual hallucination once,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80341,false_negative,increased appetite,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",other
gemma,80341,false_negative,hallucinations after taking ambien,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80341,false_negative,unsuccessful napping,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",other
gemma,80341,false_negative,tossing and turning,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80357,false_positive,hearing distant music and talking at neighbors house,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80357,false_positive,daytime,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,other
gemma,80357,false_positive,do not include negated symptoms,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80357,false_positive,difficulty waking up,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80357,false_positive,seeing son at breakfast table,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80357,false_positive,missing son,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80357,false_positive,sadness,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,other
gemma,80357,false_positive,daytime somnolence,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80357,false_positive,output must be either,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80357,false_positive,use only the clinical note provided,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80357,false_positive,do not infer or assume symptoms,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80357,false_negative,early wakening,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",other
gemma,80357,false_negative,difficulty with sleep,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80357,false_negative,auditory hallucination once,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80357,false_negative,diminished energy or feeling drained,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80357,false_negative,visual hallucination once,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80357,false_negative,increased appetite,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",other
gemma,80357,false_negative,hallucinations after taking ambien,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80357,false_negative,unsuccessful napping,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",other
gemma,80357,false_negative,loss of interest,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80357,false_negative,tossing and turning,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80394,false_positive,fatigue,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,over_generalization
gemma,80394,false_positive,output must be either,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80394,false_positive,do not infer or assume symptoms,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80394,false_positive,snoring,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,other
gemma,80394,false_positive,decreased interest in daily activities,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80394,false_positive,cold intolerance,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80394,false_positive,ho,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,other
gemma,80394,false_positive,sob at night,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80394,false_positive,depression,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,other
gemma,80394,false_positive,hair loss,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80394,false_positive,heat intolerance,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80394,false_positive,use only the clinical note provided,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80394,false_positive,night time awakenings,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80394,false_positive,changes to weight,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80394,false_positive,do not include negated symptoms,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80394,false_positive,chest pain,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80394,false_positive,nocturia,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,other
gemma,80394,false_negative,early wakening,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",other
gemma,80394,false_negative,difficulty with sleep,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80394,false_negative,auditory hallucination once,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80394,false_negative,diminished energy or feeling drained,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80394,false_negative,visual hallucination once,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80394,false_negative,hallucinations after taking ambien,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80394,false_negative,unsuccessful napping,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",other
gemma,80394,false_negative,loss of interest,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80394,false_negative,tossing and turning,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80439,false_positive,difficulty sleeping,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80439,false_positive,polyphadia,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,other
gemma,80439,false_positive,do not include negated symptoms,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80439,false_positive,output must be either,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80439,false_positive,use only the clinical note provided,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80439,false_positive,do not infer or assume symptoms,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80439,false_negative,early wakening,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",other
gemma,80439,false_negative,difficulty with sleep,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80439,false_negative,auditory hallucination once,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80439,false_negative,diminished energy or feeling drained,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80439,false_negative,visual hallucination once,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80439,false_negative,increased appetite,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",other
gemma,80439,false_negative,hallucinations after taking ambien,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80439,false_negative,unsuccessful napping,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",other
gemma,80439,false_negative,loss of interest,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80439,false_negative,tossing and turning,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80441,false_positive,difficulty sleeping,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80441,false_positive,increased night time awakenings,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80441,false_positive,waking up earlier in the morning,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80441,false_positive,do not include negated symptoms,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80441,false_positive,anhedonia,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,other
gemma,80441,false_positive,loss of interest in usual activities,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80441,false_positive,sadness,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,other
gemma,80441,false_positive,output must be either,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80441,false_positive,use only the clinical note provided,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80441,false_positive,do not infer or assume symptoms,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80441,false_positive,increased sleep latency,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80441,false_negative,early wakening,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",other
gemma,80441,false_negative,difficulty with sleep,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80441,false_negative,auditory hallucination once,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80441,false_negative,diminished energy or feeling drained,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80441,false_negative,difficulty falling asleep,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80441,false_negative,visual hallucination once,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80441,false_negative,increased appetite,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",other
gemma,80441,false_negative,hallucinations after taking ambien,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80441,false_negative,unsuccessful napping,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",other
gemma,80441,false_negative,loss of interest,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80441,false_negative,tossing and turning,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80493,false_positive,fatigue,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,over_generalization
gemma,80493,false_positive,low energy,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80493,false_positive,do not include negated symptoms,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80493,false_positive,early morning awakening,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80493,false_positive,output must be either,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80493,false_positive,use only the clinical note provided,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80493,false_positive,do not infer or assume symptoms,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80493,false_positive,decreased interest in activities she used to enjoy,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80493,false_negative,early wakening,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",other
gemma,80493,false_negative,difficulty with sleep,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80493,false_negative,auditory hallucination once,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80493,false_negative,diminished energy or feeling drained,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80493,false_negative,visual hallucination once,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80493,false_negative,hallucinations after taking ambien,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80493,false_negative,unsuccessful napping,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",other
gemma,80493,false_negative,loss of interest,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80493,false_negative,tossing and turning,,"['use only the clinical note provided', 'do not include negated symptoms', 'do not infer or assume s",complex_phrasing
gemma,80525,false_positive,difficulty sleeping,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80525,false_positive,decreased energy,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80525,false_positive,sleep duration 4 5 hours per night,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80525,false_positive,do not include negated symptoms,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80525,false_positive,anhedonia,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,other
gemma,80525,false_positive,difficulty getting back to sleep,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80525,false_positive,denies,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,negation_error
gemma,80525,false_positive,auditory and visual hallucinations of son leonard and people having a party,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80525,false_positive,early morning awakening,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80525,false_positive,output must be either,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80525,false_positive,use only the clinical note provided,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
gemma,80525,false_positive,do not infer or assume symptoms,"['Hallucinations-after-taking-Ambien', 'Diminished-energy-OR-feeling-drained', 'Early-wakening', 'In",,boundary_mismatch
